"date","BAYER","SIEMENS","SAP","DAIMLER","ALLIANZ","BASF","DEUTSCHE_TELEKOM","MUENCHENER_RUECK","BMW","FRESENIUS","DEUTSCHE_BANK","DEUTSCHE_POST","LINDE","VOLKSWAGEN","CONTINENTAL","VDAX","DAX"
"2010-05-27",45.875,57.6699312129268,31.1800528872944,32.7415300522005,65.0834500113623,36.4645151558301,6.80802036946244,81.9293728513031,32.9809942780576,15.9731423970344,38.0088022200309,9.86461726495991,76.1188130170565,63.2239996533278,35.1839340931424,25.07,5937.14
"2010-05-28",45.48,57.2218415074828,31.2252741387625,32.7497133888794,64.6687025357997,35.787689361492,6.8282511145621,80.9867530294281,33.1272416324215,16.2351006698963,37.381502524186,9.95942971673345,75.9093952300478,62.685541175088,35.2907631999599,24.99,5946.18
"2010-05-31",45.73,58.1573270328834,31.8448052838763,33.490305358318,65.0036908814464,36.2585246966837,6.8282511145621,81.5366145921885,33.6546184557336,16.2224761748186,37.6218781055592,10.0047748023643,76.2553898346708,64.3368138416902,35.5322898762428,24.969999,5964.33
"2010-06-01",46.12,58.0551311351506,32.3060620488515,33.4739386849603,65.0435704464043,36.2711363574477,6.88219976816119,81.065304681251,33.5659836955131,16.2887547739764,37.141204433329,9.93881831417398,76.8563278321739,64.7496320083407,35.2303815308892,25.24,5981.27
"2010-06-02",46.6,58.0708535809556,32.5864338079541,33.4984886949969,64.740485752724,36.0945731067509,6.93090341377147,81.4187871144541,34.0091574966157,16.4749660763722,37.0324852390458,9.89759550905505,76.8563278321739,64.5970687728394,35.3929475630027,25.129999,5981.2
"2010-06-03",46.96,58.6761677444501,32.9889029460207,33.7644471370605,64.8441726216146,36.5570006680999,6.96012560113765,81.1045805071625,34.7093721023579,16.9199795278604,37.4469045198917,10.0171416438999,77.8487860401714,64.7496320083407,36.0943038729782,23.49,6054.63
"2010-06-04",46.43,57.0410333807248,32.7763630641203,32.6801550271089,63.2729177622717,35.9011943083685,6.90467837382747,79.8477540779958,33.7787071200423,17.0051948696348,36.2231742874462,9.83576130137666,77.1932173156226,62.8650273345013,34.9052494666621,26.08,5938.88
"2010-06-07",46.725,56.805196693649,32.6271329342754,32.8806467757415,63.3686287181708,36.1282042021217,6.87470689960576,79.3371683411468,33.9781353305385,16.9105111565522,35.9556770253893,9.71621516653176,77.4663709508513,62.8650273345013,35.5322898762428,27.67,5904.95
"2010-06-08",46.275,56.6479722355985,32.441725803256,32.8192717506499,62.5231819410624,36.2080780536274,6.77505174781856,78.4338243451833,33.375418961039,16.8252958147778,35.4902689848582,9.62964727578201,77.4299504661541,62.0124680772882,33.8601821173608,28.530001,5868.55
"2010-06-09",47.25,58.4639147260819,33.1663143170365,34.1490639609679,64.2220514082707,37.0362437771343,6.91441910294953,79.6906507743499,34.3636965374978,16.8947305377051,36.2656390903451,9.79866077676962,78.7228776729032,63.0445134939145,35.1374866553957,24.299999,5984.75
